,id,type,geometry.type,geometry.coordinates,properties.url,properties.link,properties.name,properties.slug,properties.tags,properties.time,properties.type,properties.facts,properties.icons.normal,properties.icons.inactive,properties.icons.highlighted,properties.shape.type,properties.length,properties.source,properties.address,properties.current,properties.tagline,properties.children,properties.inactive,properties.list_ids,properties.surfaces,properties.trip_ids,properties.image_url,properties.link_text,properties.published,properties.categories,properties.difficulty,properties.directions,properties.image_urls,properties.map_source,properties.source_uid,properties.description,properties.booking_link,properties.partner_link,properties.main_category.id,properties.main_category.name,properties.main_category.slug,properties.main_category.type,properties.main_category.color,properties.main_category.label,properties.booking_link_text,properties.partner_link_text,properties.short_description,properties.wheelchair_tested,properties.business_site_data,properties.show_in_brand_site,properties.trail_status_reported_at,properties.business_site_data.address,properties.business_site_data.telephone,properties.business_site_data.website_url,properties.business_site_data.opening_hours,properties.color,properties.parent
210,15765,Feature,Point,"[15.2980447602621, 56.1610388429745]",https://www.naturkartan.se/sv/ark56/alternativ-6,,Segelled avstickare Byrumsviken - Nötanabben,alternativ-6,[],,trail,,https://assets.naturkartan.se/assets/icons/15765/pin.svg,https://assets.naturkartan.se/assets/icons/15765/pin.svg,https://assets.naturkartan.se/assets/icons/15765/highlighted.svg,Marker,1.4,,,,"Det finns möjlighet att lägga till både öster och väster om viken, dock på brygg",['15765-1'],False,[],[],[],https://uploads.naturkartan-cdn.se/default-site-trail.png,,True,"[{'id': 45, 'name': 'waterway', 'slug': 'waterway', 'type': 'ActivityType', 'color': '#7f532a', 'label': 'Segelled'}]",,,['https://uploads.naturkartan-cdn.se/default-site-trail.png'],,,"Det finns möjlighet att lägga till både öster och väster om viken, dock på bryggor i dåligt skick. I viken har Svenska kryssarklubben en boj. På bägge sidor av viken finns vacker natur att vandra i. Hela området är ett naturreservat. På Nötanabbens nordspets finns ett av Blekinges största gravfält och lite längre västerut hittar du en badplats. Öster om viken finns en markerad vandringsstig på 3 km som bl a går förbi Pukes gravkapell.",,,45.0,waterway,waterway,ActivityType,#7f532a,Segelled,,,"Det finns möjlighet att lägga till både öster och väster om viken, dock på brygg",False,,True,,,,,,,
211,15765-1,Feature,LineString,"[[15.2980447602621, 56.1610388429745], [15.2985511565544, 56.1608031838929], [15.2990707126986, 56.1605644535386], [15.29960138622, 56.1603223400228], [15.3001411346722, 56.1600765314878], [15.3006879156379, 56.1598267161094], [15.3012396867306, 56.1595725820979], [15.3017944055966, 56.1593138176994], [15.3023500299169, 56.1590501111957], [15.3029045174087, 56.1587811509057], [15.3034558258296, 56.1585066251845], [15.3040019129799, 56.1582262224233], [15.3045407367053, 56.1579396310489], [15.3050702549021, 56.1576465395225], [15.3055884255203, 56.1573466363381], [15.3060932065675, 56.1570396100213], [15.3065825561151, 56.1567251491268], [15.3070544323015, 56.1564029422361], [15.3075067933388, 56.1560726779551], [15.307937597518, 56.1557340449106], [15.3083448032153, 56.1553867317469], [15.3087263688974, 56.1550304271226], [15.3090802531297, 56.1546648197059], [15.309404414582, 56.1542895981704], [15.3096968120366, 56.1539044511906], [15.3099554043955, 56.1535090674363], [15.3101781506887, 56.1531031355678], [15.3103630100823, 56.1526863442295], [15.3105079418867, 56.1522583820441], [15.3106109055669, 56.1518189376063], [15.3106698607501, 56.1513676994758], [15.3106827672365, 56.1509043561703]]",,,,,,,,,,,,Line,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#74bac7,15765
212,14718,Feature,Point,"[17.9200946607143, 59.3378709942397]",https://www.naturkartan.se/sv/stockholmsstad/salamanderdamm-oster-om-sjon-judarn,http://grodkollen.se/,Salamanderdamm öster om sjön Judarn,salamanderdamm-oster-om-sjon-judarn,[],,place,,https://assets.naturkartan.se/assets/icons/14718/pin.svg,https://assets.naturkartan.se/assets/icons/14718/pin.svg,https://assets.naturkartan.se/assets/icons/14718/highlighted.svg,Marker,,,,,Salamanderdamm öster om sjön Judarn,[],False,[],[],[],https://uploads.naturkartan-cdn.se/75bc0c4de223eb965297d1a1912454b6.jpg,Läs mer om groddjur i Stockholm på Grodkollen,True,"[{'id': 29, 'name': 'naturalvalue', 'slug': 'naturalvalue', 'type': 'ActivityType', 'color': '#1f4675', 'label': 'Naturvärde'}]",,,"['https://uploads.naturkartan-cdn.se/75bc0c4de223eb965297d1a1912454b6.jpg', 'https://uploads.naturkartan-cdn.se/05e820eeeec5512bf1f8ed29d0e2fbba.jpg']",,,Salamanderdamm öster om sjön Judarn,,,29.0,naturalvalue,naturalvalue,ActivityType,#1f4675,Naturvärde,,,Salamanderdamm öster om sjön Judarn,False,,True,,,,,,,
213,14717,Feature,Point,"[17.981080296092, 59.2627571068513]",https://www.naturkartan.se/sv/stockholmsstad/informationsskylt-vid-groddammen-vid-langsjon,,Informationsskylt vid groddammen vid Långsjön,informationsskylt-vid-groddammen-vid-langsjon,[],,place,,https://assets.naturkartan.se/assets/icons/14717/pin.svg,https://assets.naturkartan.se/assets/icons/14717/pin.svg,https://assets.naturkartan.se/assets/icons/14717/highlighted.svg,Marker,,,,,Informationsskylt vid groddammen vid Långsjön,[],False,[],[],[],https://uploads.naturkartan-cdn.se/default-site-place.png,,True,"[{'id': 63, 'name': 'info', 'slug': 'info', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Information'}]",,,['https://uploads.naturkartan-cdn.se/default-site-place.png'],,,Informationsskylt vid groddammen vid Långsjön,,,63.0,info,info,FacilityType,#3a8aa6,Information,,,Informationsskylt vid groddammen vid Långsjön,False,,True,,,,,,,
214,14763,Feature,Point,"[17.9009060393588, 59.4208820963002]",https://www.naturkartan.se/sv/stockholmsstad/informationsskylt-vid-hagerstalund,,Informationsskylt vid Hägerstalund,informationsskylt-vid-hagerstalund,[],,place,,https://assets.naturkartan.se/assets/icons/14763/pin.svg,https://assets.naturkartan.se/assets/icons/14763/pin.svg,https://assets.naturkartan.se/assets/icons/14763/highlighted.svg,Marker,,,,,Informationsskylt vid Hägerstalund,[],False,[],[],[],https://uploads.naturkartan-cdn.se/default-site-place.png,,True,"[{'id': 63, 'name': 'info', 'slug': 'info', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Information'}]",,,['https://uploads.naturkartan-cdn.se/default-site-place.png'],,,Informationsskylt vid Hägerstalund,,,63.0,info,info,FacilityType,#3a8aa6,Information,,,Informationsskylt vid Hägerstalund,False,,True,,,,,,,
215,20562,Feature,Point,"[15.7819243831482, 59.7914476495809]",https://www.naturkartan.se/sv/vastmanland/informationsskylt-om-naturvardsbranning-lappland-2,,"Informationsskylt om naturvårdsbränning, Lappland",informationsskylt-om-naturvardsbranning-lappland-2,[],,place,,https://assets.naturkartan.se/assets/icons/20562/pin.svg,https://assets.naturkartan.se/assets/icons/20562/pin.svg,https://assets.naturkartan.se/assets/icons/20562/highlighted.svg,Marker,,,,,Informationsskylt om naturvårdsbränning,[],False,[],[],[],https://uploads.naturkartan-cdn.se/bfc2abc798970bcd35b4705a852f8d5c.jpg,,True,"[{'id': 63, 'name': 'info', 'slug': 'info', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Information'}]",,,['https://uploads.naturkartan-cdn.se/bfc2abc798970bcd35b4705a852f8d5c.jpg'],,,Informationsskylt om naturvårdsbränning och EU-projektet Life Taiga. Här får du veta mer om vad som händer i naturen efter en naturvårdsbränning.,,,63.0,info,info,FacilityType,#3a8aa6,Information,,,Informationsskylt om naturvårdsbränning och EU-projektet Life Taiga. Här får du ,False,,True,,,,,,,
216,20563,Feature,Point,"[15.7805725498047, 59.7923869236062]",https://www.naturkartan.se/sv/vastmanland/informationsskylt-om-naturvardsbranning-lappland-3,,"Informationsskylt om naturvårdsbränning, Lappland",informationsskylt-om-naturvardsbranning-lappland-3,[],,place,,https://assets.naturkartan.se/assets/icons/20563/pin.svg,https://assets.naturkartan.se/assets/icons/20563/pin.svg,https://assets.naturkartan.se/assets/icons/20563/highlighted.svg,Marker,,,,,Informationsskylt om naturvårdsbränning,[],False,[],[],[],https://uploads.naturkartan-cdn.se/9e5713102847732134eacf89818d4743.jpg,,True,"[{'id': 63, 'name': 'info', 'slug': 'info', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Information'}]",,,"['https://uploads.naturkartan-cdn.se/9e5713102847732134eacf89818d4743.jpg', 'https://uploads.naturkartan-cdn.se/9e98a58166fb340eddffc2fe64fc72c4.jpg']",,,Informationsskylt om naturvårdsbränning och EU-projektet Life Taiga. Här får du veta mer om de olika arter som behöver en skogsbrand för att överleva.,,,63.0,info,info,FacilityType,#3a8aa6,Information,,,Informationsskylt om naturvårdsbränning och EU-projektet Life Taiga. Här får du ,False,,True,,,,,,,
217,20564,Feature,Point,"[15.7771673080638, 59.7923623063643]",https://www.naturkartan.se/sv/vastmanland/informationsskylt-om-naturvardsbranning-lappland-4,,"Informationsskylt om naturvårdsbränning, Lappland",informationsskylt-om-naturvardsbranning-lappland-4,[],,place,,https://assets.naturkartan.se/assets/icons/20564/pin.svg,https://assets.naturkartan.se/assets/icons/20564/pin.svg,https://assets.naturkartan.se/assets/icons/20564/highlighted.svg,Marker,,,,,Informationsskylt om naturvårdsbränning,[],False,[],[],[],https://uploads.naturkartan-cdn.se/b5a05491f913f9801e82fc6f4ee4c04b.jpg,,True,"[{'id': 63, 'name': 'info', 'slug': 'info', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Information'}]",,,"['https://uploads.naturkartan-cdn.se/b5a05491f913f9801e82fc6f4ee4c04b.jpg', 'https://uploads.naturkartan-cdn.se/dcc36325637af8a2d69869bf9d444dc8.jpg']",,,Informationsskylt om naturvårdsbränning och EU-projektet Life Taiga. Här får du veta mer om själva projektet.,,,63.0,info,info,FacilityType,#3a8aa6,Information,,,Informationsskylt om naturvårdsbränning och EU-projektet Life Taiga. Här får du ,False,,True,,,,,,,
218,20565,Feature,Point,"[15.7773034911206, 59.791265515506]",https://www.naturkartan.se/sv/vastmanland/informationsskylt-om-naturvardsbranning-lappland-5,,"Informationsskylt om naturvårdsbränning, Lappland",informationsskylt-om-naturvardsbranning-lappland-5,[],,place,,https://assets.naturkartan.se/assets/icons/20565/pin.svg,https://assets.naturkartan.se/assets/icons/20565/pin.svg,https://assets.naturkartan.se/assets/icons/20565/highlighted.svg,Marker,,,,,Informationsskylt om naturvårdsbränning,[],False,[],[],[],https://uploads.naturkartan-cdn.se/4977182fa2abed403ba888254c271c14.jpg,,True,"[{'id': 63, 'name': 'info', 'slug': 'info', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Information'}]",,,"['https://uploads.naturkartan-cdn.se/4977182fa2abed403ba888254c271c14.jpg', 'https://uploads.naturkartan-cdn.se/38c365ddf30bc7073b958bf85c4ec28e.jpg']",,,"Informationsskylt om naturvårdsbränning och EU-projektet Life Taiga. Här får du veta mer om hur arbetet går till före, under och efter en naturvårdsbränning.",,,63.0,info,info,FacilityType,#3a8aa6,Information,,,Informationsskylt om naturvårdsbränning och EU-projektet Life Taiga. Här får du ,False,,True,,,,,,,
219,20561,Feature,Point,"[15.7807342043756, 59.7896827173753]",https://www.naturkartan.se/sv/vastmanland/informationsskylt-om-naturvardsbranning-lappland,,"Informationsskylt om naturvårdsbränning, Lappland",informationsskylt-om-naturvardsbranning-lappland,[],,place,,https://assets.naturkartan.se/assets/icons/20561/pin.svg,https://assets.naturkartan.se/assets/icons/20561/pin.svg,https://assets.naturkartan.se/assets/icons/20561/highlighted.svg,Marker,,,,,Informationsskylt om naturvårdsbränning,[],False,[],[],[],https://uploads.naturkartan-cdn.se/72e92de341d647c6bd1c982bb6b55b69.jpg,,True,"[{'id': 63, 'name': 'info', 'slug': 'info', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Information'}]",,,"['https://uploads.naturkartan-cdn.se/72e92de341d647c6bd1c982bb6b55b69.jpg', 'https://uploads.naturkartan-cdn.se/0d1a16aac0c1642f62aac4b0a5307714.jpg', 'https://uploads.naturkartan-cdn.se/433610224c83bdabb11e11523abb5a08.jpg']",,,Informationsskylt om naturvårdsbränning och EU-projektet Life Taiga. Här får du veta mer om skillnaden och likheten mellan vilda och kontrollerade skogsbränder.,,,63.0,info,info,FacilityType,#3a8aa6,Information,,,Informationsskylt om naturvårdsbränning och EU-projektet Life Taiga. Här får du ,False,,True,,,,,,,
220,13137,Feature,Point,"[17.2154970467091, 67.561184708029]",https://www.naturkartan.se/sv/norrbottenslan/hangbro-sjpietjavjahka-vid-kisurisstugan,https://laponia.nu/,Hängbro Sjpietjavjåhkå,hangbro-sjpietjavjahka-vid-kisurisstugan,[],,place,,https://assets.naturkartan.se/assets/icons/13137/pin.svg,https://assets.naturkartan.se/assets/icons/13137/pin.svg,https://assets.naturkartan.se/assets/icons/13137/highlighted.svg,Marker,,,,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 15,5 meter",[],False,[],[],[],https://uploads.naturkartan-cdn.se/313bc885e1dff539823eeb6dca93c078.jpg,Laponiatjuottjudus,True,"[{'id': 71, 'name': 'bridge', 'slug': 'bridge', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Bro'}]",,,['https://uploads.naturkartan-cdn.se/313bc885e1dff539823eeb6dca93c078.jpg'],,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 15,5 meter",,,71.0,bridge,bridge,FacilityType,#3a8aa6,Bro,,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 15,5 meter",False,,True,,,,,[],,
221,13135,Feature,Point,"[17.0335057284683, 67.5848690164781]",https://www.naturkartan.se/sv/norrbottenslan/hangbro-sieberjahka-vid-kutjaurestugan,https://laponia.nu/,Hängbro Sieberjåhkå,hangbro-sieberjahka-vid-kutjaurestugan,[],,place,,https://assets.naturkartan.se/assets/icons/13135/pin.svg,https://assets.naturkartan.se/assets/icons/13135/pin.svg,https://assets.naturkartan.se/assets/icons/13135/highlighted.svg,Marker,,,,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 30 meter",[],False,[],[],[],https://uploads.naturkartan-cdn.se/b760b58b5b3acb15a4a4e1ad728df23f.jpg,Laponiatjuottjudus,True,"[{'id': 71, 'name': 'bridge', 'slug': 'bridge', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Bro'}]",,,['https://uploads.naturkartan-cdn.se/b760b58b5b3acb15a4a4e1ad728df23f.jpg'],,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 30 meter",,,71.0,bridge,bridge,FacilityType,#3a8aa6,Bro,,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 30 meter",False,,True,,,,,[],,
222,13147,Feature,Point,"[16.9676089659333, 67.5452554039657]",https://www.naturkartan.se/sv/norrbottenslan/hangbro-vargga-saluhavrre-norra,https://laponia.nu/,Hängbro Varggá,hangbro-vargga-saluhavrre-norra,[],,place,,https://assets.naturkartan.se/assets/icons/13147/pin.svg,https://assets.naturkartan.se/assets/icons/13147/pin.svg,https://assets.naturkartan.se/assets/icons/13147/highlighted.svg,Marker,,,,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 60 meter",[],False,[],[],[],https://uploads.naturkartan-cdn.se/7aaa7dcf2f267dbc01d0f6dd90625480.jpg,Laponiatjuottjudus,True,"[{'id': 71, 'name': 'bridge', 'slug': 'bridge', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Bro'}]",,,['https://uploads.naturkartan-cdn.se/7aaa7dcf2f267dbc01d0f6dd90625480.jpg'],,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 60 meter",,,71.0,bridge,bridge,FacilityType,#3a8aa6,Bro,,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 60 meter",False,,True,,,,,[],,
223,13145,Feature,Point,"[16.969584915787, 67.543356064707]",https://www.naturkartan.se/sv/norrbottenslan/hangbro-saluhavrre-mellersta-bron,https://laponia.nu/,"Hängbro Sáluhávrre, mellersta bron",hangbro-saluhavrre-mellersta-bron,[],,place,,https://assets.naturkartan.se/assets/icons/13145/pin.svg,https://assets.naturkartan.se/assets/icons/13145/pin.svg,https://assets.naturkartan.se/assets/icons/13145/highlighted.svg,Marker,,,,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 21 meter",[],False,[],[],[],https://uploads.naturkartan-cdn.se/d4e3389228652b64c791fea1ac197a90.jpg,Laponiatjuottjudus,True,"[{'id': 71, 'name': 'bridge', 'slug': 'bridge', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Bro'}]",,,['https://uploads.naturkartan-cdn.se/d4e3389228652b64c791fea1ac197a90.jpg'],,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 21 meter",,,71.0,bridge,bridge,FacilityType,#3a8aa6,Bro,,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 21 meter",False,,True,,,,,[],,
224,13146,Feature,Point,"[16.9675616919994, 67.5415635947138]",https://www.naturkartan.se/sv/norrbottenslan/hangbro-saluhavrre-sodra-bron,https://laponia.nu/,"Hängbro Sáluhávrre, södra",hangbro-saluhavrre-sodra-bron,[],,place,,https://assets.naturkartan.se/assets/icons/13146/pin.svg,https://assets.naturkartan.se/assets/icons/13146/pin.svg,https://assets.naturkartan.se/assets/icons/13146/highlighted.svg,Marker,,,,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 100 meter",[],False,[],[],[],https://uploads.naturkartan-cdn.se/d0c61090b7d571a223ee6bfdd0eb23c2.jpg,Laponiatjuottjudus,True,"[{'id': 71, 'name': 'bridge', 'slug': 'bridge', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Bro'}]",,,['https://uploads.naturkartan-cdn.se/d0c61090b7d571a223ee6bfdd0eb23c2.jpg'],,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 100 meter",,,71.0,bridge,bridge,FacilityType,#3a8aa6,Bro,,,"Hängbro som förvaltas av Laponiatjuottjudus.

**Längd:** 100 meter",False,,True,,,,,[],,
225,13080,Feature,Point,"[17.2312513189916, 67.0107358806541]",https://www.naturkartan.se/sv/norrbottenslan/hangbro-tarraalvsbron,,Hängbro Darreädno,hangbro-tarraalvsbron,[],,place,,https://assets.naturkartan.se/assets/icons/13080/pin.svg,https://assets.naturkartan.se/assets/icons/13080/pin.svg,https://assets.naturkartan.se/assets/icons/13080/highlighted.svg,Marker,,,,,"Hängbro som förvaltas av Länsstyrelsen.

**Längd:** 37 meter",[],False,[],[],[],https://uploads.naturkartan-cdn.se/9756fa920b0333f2c8c1189fd0f9df21.jpg,,True,"[{'id': 71, 'name': 'bridge', 'slug': 'bridge', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Bro'}]",,,['https://uploads.naturkartan-cdn.se/9756fa920b0333f2c8c1189fd0f9df21.jpg'],,,"Hängbro som förvaltas av Länsstyrelsen.

**Längd:** 37 meter",,,71.0,bridge,bridge,FacilityType,#3a8aa6,Bro,,,"Hängbro som förvaltas av Länsstyrelsen.

**Längd:** 37 meter",False,,True,,,,,,,
226,1961,Feature,Point,"[18.035173, 59.50297]",https://www.naturkartan.se/sv/taby/vallentunasjon-skrinna-en-vikingaled,,Vallentunasjön - Skrinna en vikingaled,vallentunasjon-skrinna-en-vikingaled,[],,place,,https://assets.naturkartan.se/assets/icons/1961/pin.svg,https://assets.naturkartan.se/assets/icons/1961/pin.svg,https://assets.naturkartan.se/assets/icons/1961/highlighted.svg,Marker,,,,,Krogrännet är ett 30 km skridskolopp som går längs de gamla vintervägarna över i,[],False,[],[],[],https://uploads.naturkartan-cdn.se/cc0172ec186c49c485ce692a62cce5ba.jpg,,True,"[{'id': 19, 'name': 'culture', 'slug': 'culture', 'type': 'ActivityType', 'color': '#1f4675', 'label': 'Kulturmiljö'}, {'id': 23, 'name': 'skates', 'slug': 'skates', 'type': 'ActivityType', 'color': '#0dbc9a', 'label': 'Skridskor'}]",,,['https://uploads.naturkartan-cdn.se/cc0172ec186c49c485ce692a62cce5ba.jpg'],,,Krogrännet är ett 30 km skridskolopp som går längs de gamla vintervägarna över isarna från Vallentuna in till Stockholm. Loppet går största delen genom Rösjökilen och är ett ypperligt sätt att som motionär uppleva området vintertid.,,,23.0,skates,skates,ActivityType,#0dbc9a,Skridskor,,,Krogrännet är ett 30 km skridskolopp som går längs de gamla vintervägarna över i,False,,True,,,,,,,
227,19925,Feature,Point,"[14.8081705032342, 58.1740299922034]",https://www.naturkartan.se/sv/ostgotaleden/rastplats-45,,Rastplats,rastplats-45,[],,place,,https://assets.naturkartan.se/assets/icons/19925/pin.svg,https://assets.naturkartan.se/assets/icons/19925/pin.svg,https://assets.naturkartan.se/assets/icons/19925/highlighted.svg,Marker,,,,,,[],False,[],[],[],https://uploads.naturkartan-cdn.se/default-site-place.png,,True,"[{'id': 60, 'name': 'resting', 'slug': 'resting', 'type': 'FacilityType', 'color': '#3a8aa6', 'label': 'Rastplats'}]",,,['https://uploads.naturkartan-cdn.se/default-site-place.png'],,,,,,60.0,resting,resting,FacilityType,#3a8aa6,Rastplats,,,,False,,True,,,,,,,
228,6584,Feature,Point,"[14.9293520679938, 58.1773043904055]",https://www.naturkartan.se/sv/ostgotaleden/bosemalen,,Bösemålen,bosemalen,[],,place,,https://assets.naturkartan.se/assets/icons/6584/pin.svg,https://assets.naturkartan.se/assets/icons/6584/pin.svg,https://assets.naturkartan.se/assets/icons/6584/highlighted.svg,Marker,,,,,,[],False,[],[],[],https://uploads.naturkartan-cdn.se/default-site-place.png,,True,[],,,['https://uploads.naturkartan-cdn.se/default-site-place.png'],,,,,,,,,unknown,,Övrigt,,,,False,,True,,,,,,,
229,9624,Feature,Point,"[17.91348695755, 59.2953555706172]",https://www.naturkartan.se/sv/stockholmsstad/varpaangen,,Varpaängen,varpaangen,[],,place,,https://assets.naturkartan.se/assets/icons/9624/pin.svg,https://assets.naturkartan.se/assets/icons/9624/pin.svg,https://assets.naturkartan.se/assets/icons/9624/highlighted.svg,Marker,,,,,Varpaängen,[],False,[],[],[],https://uploads.naturkartan-cdn.se/3b0d6774d6323b2e3c94580a2cec6b72.jpg,,True,"[{'id': 48, 'name': 'stroller-accessible', 'slug': 'stroller-accessible', 'type': 'AccessibilityType', 'color': '#3a8aa6', 'label': 'Barnvagnstillgängligt'}, {'id': 49, 'name': 'near-parking', 'slug': 'near-parking', 'type': 'AccessibilityType', 'color': '#3a8aa6', 'label': 'Nära parkering'}, {'id': 29, 'name': 'naturalvalue', 'slug': 'naturalvalue', 'type': 'ActivityType', 'color': '#1f4675', 'label': 'Naturvärde'}]",,,['https://uploads.naturkartan-cdn.se/3b0d6774d6323b2e3c94580a2cec6b72.jpg'],,,Runt Varpaängen finns en diskgolfbana och snörika vintrar drar stadsdelsförvaltningen upp skidspår här. Sätraskogens slåttergille underhåller ängen med traditionell slåtter med lie. På ängen trivs bland annat bastardsvärmare.,,,29.0,naturalvalue,naturalvalue,ActivityType,#1f4675,Naturvärde,,,Runt Varpaängen finns en diskgolfbana och snörika vintrar drar stadsdelsförvaltn,False,,True,,,,,,,
230,20353,Feature,Point,"[12.65531, 60.56092]",https://www.naturkartan.se/sv/finnskogsleden/rojden-medskogen-finnskogen,,"Röjden-Medskogen, Finnskogen",rojden-medskogen-finnskogen,[],,trail,,https://assets.naturkartan.se/assets/icons/20353/pin.svg,https://assets.naturkartan.se/assets/icons/20353/pin.svg,https://assets.naturkartan.se/assets/icons/20353/highlighted.svg,Marker,27.4,,,,,['20353-1'],False,[],[],[],https://uploads.naturkartan-cdn.se/e40bd45d4979c7d0466149677fe251e7.jpg,,True,"[{'id': 33, 'name': 'hiking', 'slug': 'hiking', 'type': 'ActivityType', 'color': '#7f532a', 'label': 'Vandring'}]",,,"['https://uploads.naturkartan-cdn.se/e40bd45d4979c7d0466149677fe251e7.jpg', 'https://uploads.naturkartan-cdn.se/b3a70042a9aaa73d9a26b892ebfeb01e.jpg']",,,,,,33.0,hiking,hiking,ActivityType,#7f532a,Vandring,,,,False,,True,,,,,,,
