relation_id,name,ref,network,length,linear,wikidata
12716540,Östtjärn-Tallstugan-Fiskdammen,,lwn,7.115,True,
12726154,Lövsundsstigen,,,3.883,False,
12726183,Buten,,,2.079,True,
12765634,Vilskeleden,,lwn,42.046,False,Q107003241
12805011,Åsarps elljusspår,,lwn,2.63,True,
12815982,Brita Kajsas kyrkstig,,rwn,9.858,True,
12842898,Brudstigen,,lcn,5.105,False,
12843781,Lunnsjöskogen,,lwn,2.154,True,
12874182,Jormvägen - Raukasjö,,rwn,17.396,True,
12874183,Raukasjö - Storjola,,rwn,12.305,True,
12874184,Sutme - Slipsikstugan,,rwn,13.314,True,
12874185,Slipsikstugan - Klimpfjäll,,rwn,7.229,True,
12874186,Raukasjö - Slipsikstugan,,rwn,11.211,True,
12874829,Path to Klöverfjällstugan,,lwn,9.505,False,
12874830,Borgafjäll - Saxnäs,,rwn,15.917,True,
12874831,Tomasvallen - Bielitevägen,,lwn,1.613,True,
12874832,Rissjö - Saxnäs,,rwn,26.861,True,
12882243,Borgafjäll,,rwn,16.598,True,
12882244,Storjola - Härbergsdalen,,rwn,24.218,True,
12884365,Hallandsleden,,nwn,21.067,True,
12884699,Connector border Örebrö län/Dalarnas län - Bergslagsleden,,nwn,5.525,True,
12884700,"Västra Vätterleden: Etapp 1, Stenkällegården - Forsvik (shortcut south)",1,nwn,4.318,True,
12884701,"Västra Vätterleden: Etapp 1, Stenkällegården - Forsvik (shortcut north)",1,nwn,4.589,True,
12884778,E1 hiking section of Vasaloppsleden,,rwn,70.865,False,
12884779,Connector Norwegian/Swedish border - Vasaloppsleden,E1,iwn,191.927,False,Q151653
12884780,Connector Sméleden - border Dalarnas län/Örebro län,E1,iwn,13.556,True,
12884781,Connector Vasaloppsleden - Gagnefs fäbodstigar,E1,iwn,119.733,True,Q151653
12884782,Connector Gagnefs fäbodstigar - Sméleden,E1,iwn,22.983,True,Q151653
12884921,Tängen - Sielken,,rwn,6.06,True,
12884922,Gränsjön - Härbergsdalen,,rwn,8.765,False,
12884923,Ankarede - Sielken,,rwn,11.574,True,
12884924,Sielken - Härbergsdalen,,rwn,17.646,True,
12885313,"European Long distance path E1 - Sweden, Norrbottens län (south)",E1,iwn,77.547,True,
12885337,"European Long distance path E1, Norway, Troms (south)",E1,iwn,146.501,True,
12885350,"European Long distance path E1 - Norway, Nordland (north)",E1,iwn,160.255,False,
12887688,Jougdaberg - Blomhöjden,,rwn,8.827,True,
12887689,Gränsjön - Blomhöjden,,rwn,9.784,True,
12888866,Gäddede - Jougdaberg,,rwn,19.618,True,
12889588,Tjåkkelestugorna - Åtnikstugan,,rwn,17.501,False,
12889589,Klimpfjäll - Tjåkkelestugorna,,rwn,19.6,False,
12891871,Tjåkkelestugorna - Grundvik,,rwn,22.073,True,
12891872,Vardofjäll - Grudvik,,rwn,13.291,True,
12891873,Åtnikstugan - Vardofjäll,,rwn,8.126,True,
12893593,Grudvik - Ransarn,,rwn,8.039,True,
12898421,Östgötaleden: Omberg-Borghamn,,nwn,1.193,True,
12899347,Magnhilds runda,,lwn,15.597,False,
12901747,Grönfjäll - Silisen,,rwn,22.163,False,
12901748,Klitvallen - Matsdal,,rwn,7.618,True,
12901749,Grönfjäll - Klitvallsstugan,,rwn,11.41,False,
12901750,Forsmark - Matsdal,,rwn,14.672,True,
12902270,Matsdal - Fättjaur,,rwn,29.891,True,
12904412,Virisen,,rwn,9.381,True,
12905239,Bojtiken - Virisen,,rwn,12.742,True,
12906075,Gränssjö - Bojtiken,,rwn,9.958,True,
12907395,Gielas - Ransarn,,rwn,3.58,True,
12907396,Gränssjö - Vardofjäll,,rwn,13.302,True,
12907615,Övre Selet - Ransarn,,rwn,15.333,True,
12929029,Blerikstugan - Kittelfjäll,,rwn,12.525,True,
12929030,Hendriksfjäll - Grönfjäll,,rwn,2.937,True,
12929031,Kittelfjäll - Grönfjäll,,rwn,11.157,True,
12930118,Marsfjällskåtan - Blerikstugan,,rwn,10.168,True,
12933277,Fatomakke - Blerikstugan,,rwn,18.473,True,
12933278,Fatomakke - Marsfjällskåtan,,rwn,6.491,True,
12934879,Borkasjö - Marsfjällen,,rwn,13.048,True,
12936611,Marsfjället,,rwn,7.68,False,
12936612,Marsliden - Marsfjällskåtan,,rwn,11.164,True,
12946643,"Vandringsstig norr, Långviksträsk",,lwn,2.091,False,
12947058,Sommarstigen,,lwn,6.774,False,
12966026,Gäddede - Västermon,,rwn,20.726,True,
12966027,Väktarmon - Sielken,,rwn,12.302,True,
12966647,Junsterforsen - Bleriken,,rwn,6.586,True,
12966648,Väktardalen,,rwn,18.584,True,
12966649,Sielken - Gränsjön,,rwn,15.707,True,
12966708,Ankarvattnet - Tjärnbäcken,,rwn,8.018,True,
12966709,Ankarede - Tjärnbäcken,,rwn,11.068,True,
12966710,Tjärnbäcken - Raukaselet,,rwn,10.207,True,
12990309,"Gotaleden, Tollered to Norsesund",,rwn,8.588,True,
12993690,Kalvträsklederna,,,26.194,False,
12997839,Kulturslingan,,lwn,33.143,False,
13006636,Backstugeleden,,lwn,9.64,True,
13008112,Vallåsen,,lwn,12.411,True,
13010956,Hellas motion 12,,lwn,11.637,False,
13041152,Elljusspåret,,lwn,2.468,True,
13041153,Röda spåret,,lwn,1.201,True,
13042424,Getsvedjeberget,,lwn,0.799,True,
13055585,,,,0.802,True,
13069685,Hanö runt - Vit slinga,,,2.358,True,
13069686,Vindhalla - Fyren - Bönsäcken,,,1.857,True,
13069687,Pyntenrundan,,,0.689,True,
13069688,Från vit slinga - Vandrarhemmet,,,0.808,True,
13069689,Körvägen - Vandrarhemmet,,,0.954,True,
13069690,Äspudden,,,0.148,True,
13069691,Grottorna och Drakamärket,,,0.412,True,
13090583,Trekommafemman,,lcn,3.874,False,
13090584,Barnkonventionsrundan,,lcn,2.701,True,
13090585,gula slingan,,lcn,4.825,False,
13115203,Östra Torpaslingan,2,lwn,0.461,True,
13115204,Västra Torpaslingan,2,lwn,1.051,True,
13115205,Bokslingan,2,lwn,1.544,True,
13115206,Strandslingan,3,lwn,2.707,True,
13115475,Södra Slingan,3,lwn,2.513,False,
13115482,Norra Slingan,3,lwn,1.408,True,
13115486,Stig,3,lwn,1.766,True,
13115488,Skogsslingan,3,lwn,2.098,True,
13115489,Trollsvansen,2,lwn,0.275,True,
13162780,Led till Stavaheden,,Old trail,8.583,False,
13165994,Malingsbo Camping Gul,,,12.481,True,
13168171,Västra markslingan,,lwn,3.378,True,
13168172,Kyrkhamnsleden,,lwn,5.59,False,
13168640,Norra Lundleden,,lwn,4.018,False,
13168641,Skogsuddeslingan,,lwn,1.493,True,
13171023,Led Åsen - Matsäl,,Old trail,4.054,True,
13178317,Sjörundorna – Spångenrundan,,lwn,6.854,False,
13178318,Sjörundorna – Byasjörundan,,lwn,2.771,True,
13178319,Sjörundorna – Ryenrundan,,lwn,1.115,True,
13178320,Sjörundorna – Sjöarundan,,lwn,4.377,True,
13183352,Fogdarödsslingan,,lwn,4.861,True,
13189022,Bokhultets blå slinga,,lwn,4.822,False,
13189023,Bokhultets rullbara naturstig,,lwn,0.682,True,
13195379,Kyrkvägen,,lwn,7.702,True,
13196944,Kronobergs kulturstig,,lwn,2.653,True,
13196962,Röda stigen Araby,,lwn,1.377,False,
13197051,Reservatsslingan Hovshaga,,lwn,6.586,False,
13236009,Notteryd runt,,lwn,7.398,True,
13236397,Helgö runt,,lwn,6.72,False,
13236398,Jägaregaps stig,,lwn,0.839,True,
13237661,Hissöslingan,,lwn,5.923,False,
13237769,Sjöslingan,,lwn,1.431,False,
13237770,Bokslingan,,lwn,1.45,False,
13241065,Örnkullen,,lwn,3.171,True,
13241066,Gösslundaleden,,lwn,7.018,True,
13241067,Gösslunda parkering – Tingstad flisor,,lwn,3.7,True,
13241068,Tingstad flisor – Penåsa parkering,,lwn,5.203,True,
13241069,Millersten,,lwn,2.768,True,
13241070,Bårby källa,,lwn,5.527,False,
13241071,Stora Alvarleden,,lwn,13.333,True,
13244881,"KSK 2,5 km Elljusspår",,lwn,2.494,True,
13244994,KSK 5 km Motionsspår,,lwn,5.026,True,
13245143,"KSK 3,3 km Motionsspår",,lwn,3.275,True,
13245387,KSK 400 m Salamanderspåret,,lwn,0.417,True,
13245696,"KSK 7,5 km Motionsspår",,lwn,7.352,True,
13245879,KSK 10 km Motionsspår,,lwn,9.896,True,
13248040,Mjögasjöslingan,,lwn,4.706,True,
13248858,"Skene 2,5 km Elljusspår",,lwn,2.484,True,
13248892,Skene 6 km Motionsspår,,lwn,6.158,True,
13254155,"FVIK 2,5 km Motionsspår",,lwn,2.129,True,
13254163,"FVIK 4,2 km Motionsspår",,lwn,4.179,True,
13254266,"FVIK 6,2 km Motionsspår",,lwn,6.081,True,
13254323,FVIK 10 km Motionsspår,,lwn,9.942,True,
13254883,FVIK Trail 10 km,,lwn,10.46,True,
13257915,,23,nwn,8.218,True,
13257934,"Skåneleden 7, Etapp 5: Trelleborg - Skåre",5,nwn,10.228,True,
13259841,"Navåsen 2,5 km Motionsspår",,lwn,2.53,True,
13259882,"Navåsen 2,5 km Elljusspår",,lwn,2.471,True,
13261979,Djupdalshöjden Rundslinga,,lwn,8.277,True,
13262341,Blå stig Haverdal,,lwn,4.195,False,
13262342,Orange stig Haverdal,,lwn,4.732,True,
13262457,Gul stig Haverdal,,lwn,3.743,True,
13262509,Naturstigen Haverdal,,lwn,3.214,True,
13264152,"KSK 2,2 km Motionsspår",,lwn,2.196,True,
13264264,Skene 8 km Motionsspår,,lwn,8.049,True,
13264323,Skene 10 km Motionsspår,,lwn,9.21,True,
13266495,Röd slinga Trollabackarna,,,2.347,True,
13266496,Gul slinga Trollabackarna,,lwn,2.921,True,
13266497,Grön slinga Trollabackarna,,lwn,4.952,False,
13266498,Blå slinga Trollabackarna,,lwn,5.439,False,
13266544,Trollstigen,,lwn,1.004,True,
13271718,Navåsen 4 km Motionsspår,,lwn,4.113,True,
13271730,"Navåsen 5,3 km Motionsspår",,lwn,5.23,True,
13271748,"Navåsen 8,2 km Motionsspår",,lwn,8.305,True,
13271868,"Örby 1,25 km Motionsspår",,lwn,1.282,True,
13271874,"Örby 2,5 km Motionsspår",,lwn,2.5,True,
13271902,"Örby 3,7 km Motionsspår",,lwn,3.655,True,
13272261,"Horred 2,5 km Elljusspår",,lwn,2.604,True,
13272291,Horred 5 km Motionsspår,,lwn,5.431,True,
13272328,Horred 10 km Motionsspår,,lwn,9.339,True,
13281825,,,nwn,1.318,True,
13281826,,,nwn,0.634,True,
13281827,,19,nwn,18.345,True,
13285736,5 km,,lwn,4.845,True,
13285737,"2,5 km",,lwn,2.46,True,
13288423,"Sätila 2,5 km Elljusspår",,lwn,2.476,True,
13288635,Torestorp 2 km Elljusspår,,lwn,2.072,True,
13288708,Nissestigen,,lwn,2.666,True,
13288804,"Öxabäck 1,5 km Elljusspår",,lwn,1.538,True,
13288944,Hälsans stig Kinna,,lwn,3.914,True,
13289290,"Trasten 8,8 km Motionsspår",,lwn,9.028,True,
13289291,"Trasten 5,6 km Motionsspår",,lwn,6.063,True,
13289292,"Trasten 2,2 km Elljusspår",,lwn,2.344,True,
13289293,"Trasten 1,5 km Elljusspår",,lwn,1.651,True,
13293205,Örby 5 km Motionsspår,,lwn,4.812,False,
13293239,Örby 6 km Motionsspår,,lwn,6.011,True,
13293371,Örby 9 km Motionsspår,,lwn,9.574,True,
13293408,Örby 11 km Motionsspår,,lwn,11.178,True,
13335221,Floda-Nääs Sjöpromenad,,lwn,7.287,True,
13337755,Led till Åsklikten,,Venjans intresseförening,1.452,True,
13350119,Nässeldalsrundan,,lwn,5.639,True,
13350181,Råholmastigen,,lwn,2.245,False,
13350284,Frösviksrundan,,lwn,7.161,True,
13350424,Askrikerundan,,lwn,5.531,True,
13350454,Lilla Slottsrundan,,lwn,3.434,True,
13350472,Stora Slottsrundan,,lwn,8.537,True,
13350517,Dammstakärrsrundan,,lwn,10.766,True,
13352097,Stortallsrundan,,lwn,9.816,True,Q122228073
13352166,Strömmingsrundan 10km,,lwn,10.188,True,
13352238,Strömmingsrundan 5km,,lwn,5.174,True,
13362687,Sjömarkens 14 km,,lwn,14.257,True,
13365297,Ledslinga,,lwn,3.361,False,
13367430,"FVIK 2,2 km Platten Motionsspår",,lwn,2.23,True,
13367433,"FVIK 2,5 km Elljusspår",,lwn,2.462,True,
13399160,Grön (10 km),,lwn,9.956,True,
13422531,Älvåsleden,,,12.048,True,
13432005,Anslutningsled Glumslöv,,nwn,3.495,True,
13449499,Motionsspår 5 km,,lwn,4.418,False,
13608043,Grön 9 km,,lwn,7.952,True,
13645463,Joppolaleden,,,6.946,True,
13688695,Genvägen,,lwn,0.176,True,
13690966,"Skåneleden 2, Etapp 6: Lillsjödal - Maglebjär/Tjörnarp",6,nwn,3.194,True,
13693580,Vallensjö runt,,lwn,1.366,False,
13693675,Ulfs leden,,,11.252,True,
13714025,Svampslingan,,lwn,2.889,True,
13744518,Åsslingan,,lwn,6.966,False,
13744616,Evedalsslingan,,lwn,3.223,True,
13748239,Visättra discgolfbana,,lwn,0.443,False,
13754783,Högsbyleden Etapp 2,,rhn,15.953,True,
13754892,Högsbyleden Etapp 4,,rhn,7.763,True,
13754893,Högsbyleden Etapp 3,,rhn,16.074,False,
13755705,Högsbyleden Etapp 6,,rhn,18.082,True,
13755706,Högsbyleden Etapp 5,,rcn,14.9,True,
13800232,,,nwn,14.633,True,
13938190,,,lwn,1.657,True,
13990540,Kaolinrundan,,lwn,2.094,True,
13990563,Topprundan,,lwn,3.396,True,
13990578,Reservatsrundan,,lwn,5.221,True,
13990585,Torprundan,,lwn,4.32,True,
13990592,Vägghallarundan,,lwn,3.678,True,
14036281,Stenbandetspåret,,lwn,1.344,True,
14036282,Banbrospåret,,lwn,2.366,True,
14036283,Gemlasjöspåret,,lwn,2.439,True,
14036284,Skärvet-Feretspåret,,lwn,2.556,True,
14036285,Öja-Öpestorpspåret,,lwn,4.999,True,
14036286,Gemla elljusspår,,lwn,1.405,True,
14071356,Färdväg Uspastorp,4,rwn,16.799,False,
14072203,Färdväg Vadbackabron,5,rwn,11.495,True,
14095535,Blidsberg Blått Spår,,lwn,3.772,True,
14095541,Blidsberg Gult Spår,,lwn,6.666,True,
14095572,Blidsberg Vitt Spår,,lwn,6.433,True,
14117083,"Götaleden, Göteborg - Skatås",,rwn,6.467,True,
14117229,"Gotaleden, Lerum to Floda",,rwn,10.646,True,
14117275,"Gotaleden, Floda to Tollered",,rwn,7.623,True,
14135907,Harspåret,,lwn,3.468,False,
14152398,Blå,,lwn,9.952,True,
14155622,Myttinge,,lwn,11.319,True,
14156872,Röd,,lwn,6.076,True,
14160838,Trollstigen - Den historiska leden,,lwn,2.928,True,
14160839,Trollstigen - Billingetrollets trollstig,,lwn,1.007,True,
14160840,Trollstigen - Den Vidunderliga Vandringen,,lwn,3.649,True,
14175122,Björntrampen,,,1.761,True,
14179841,Norrboleden,,lwn,13.608,False,
14182260,Borgarleden,,lwn,22.452,False,
14189150,Grön,,lwn,3.135,True,
14189194,Brodal,,lwn,6.046,False,
14228991,Äng,,lwn,4.015,True,
14235319,IP,,,2.002,True,
14238686,Nynäs,,lwn,2.482,True,
14245205,Botkyrka kulturspår-Norsborg,,lwn,4.213,False,
14324967,Göteborgs Skärgårdsled Etapp 1,,lwn,9.376,True,
14325119,Göteborgs Skärgårdsled Etapp 2,,lwn,9.051,True,
14325182,Göteborgs Skärgårdsled Etapp 3,,lwn,7.694,True,
14328643,Bohusleden Etapp 21 & 22 - Gamla sträckningen,,rwn,13.007,False,
14330566,Bredsandsslingan,,lwn,3.115,False,
14330885,Höga Åsenslingan,,lwn,15.55,False,
14330909,Kapellslingan,,lwn,1.458,True,
14332089,Tärnudden,,lwn,8.082,True,
14332090,Gamla Gården - Säludden,,lwn,5.645,True,
14332091,Hamnudden,,lwn,6.779,False,
14332092,Säludden,,lwn,7.042,False,
14333204,Hven orange,,,3.656,False,
14336954,Bohusledens gamla sträckning,,,2.328,True,
14355582,Torvalla Gul,,lwn,4.846,True,
14355597,Torvalla Röd,,lwn,2.417,False,
14355610,Torvalla Blå,,lwn,1.513,True,
14359787,Gul (5 km),,lwn,4.705,True,
14367836,"Larsagården 2,6 km",,lwn,2.627,True,
14367837,"Larsagården 4,2 km",,lwn,4.147,True,
14375942,Hammarbyrundan,,lwn,1.474,False,
14383456,Röd (7 km),,lwn,6.703,True,
14391381,Dammtorpssjön runt,,lwn,4.649,False,
14391786,Stockmyren Runda,,lwn,6.836,True,
14392429,Hellas angöring,,lwn,0.391,True,
14424424,Vita Spåret,,,5.264,False,
14428440,Hellas vita 7,,lwn,6.267,True,
14428686,,Röd/Vit,,2.969,True,
14428689,,Grön/Vit,,0.607,True,
14428691,Hellas motion 10,,lwn,9.05,True,
14428719,,Blå/Vit,,1.66,True,
14441426,Hovmantorps elljusspår,,lwn,2.325,True,
14448597,Källtorpssjön runt,,lwn,4.999,True,
14453427,Ulvsjöslingan,,lwn,4.769,True,
14456733,Gamla Idrevägen,,,12.073,False,
14459218,Björkhagsslingan,,lwn,6.14,True,
14459289,Heråmadsleden,,rwn,5.634,True,
14459389,Svingsjöleden,,lwn,7.59,False,
14465385,Onsvalakällan,9,nwn,1.254,True,
14465984,,6,nwn,2.804,True,
14466004,,14,nwn,2.947,True,
14466022,,15,nwn,1.547,True,
14470910,Venjan till Norrgårdssälen,,local trail,12.828,True,
14478986,,,,18.997,True,
14485222,,3,nwn,4.057,True,
14488519,Blå vandring,,lwn,3.617,True,
14488769,Orange vandring,,lwn,3.842,True,
14541846,Ombergets led,,lcn,0.807,True,Q113700033
14542033,Lövölandets led,,lcn,8.052,False,Q113700209
14542931,Äventyrsstigen,,lcn,0.934,False,Q113707071
14543017,Grössjömyrstigen,,lcn,0.902,False,
14546308,Holmsundsleden,,lcn,10.715,False,Q113721705
14546341,Strömbäck-Kont,,lcn,12.918,False,Q113725873
14546564,Grottstigen,,lcn,0.957,True,Q113727794
14546698,Geologistigen korta,,lcn,1.912,False,Q113728050
14547086,Sävarådalens led,,lcn,2.077,False,Q113731971
14560487,Flottarstigen,,lcn,4.36,True,Q113861565
14560529,Tuna fäbodstig,,lcn,6.331,False,Q113861930
14560542,Bergfotsstigen,,lcn,2.347,True,Q113861971
14560655,Fuske fäbodstig,,lcn,5.043,True,Q113862302
14564267,Gula leden,,lcn,5.949,True,Q113884827
14573347,Geologistigen långa,,lcn,3.002,False,Q113952311
14583056,Larseredsrundan,,lwn,4.233,False,
14589088,Kärrgruvorna runt,,,1.213,True,
14599495,Högamonleden,,lwn,13.432,False,
14612339,Hallby 6km,,local,6.057,True,
14622987,"Borgundaberget Röd 2,5 km","Borgundaberget Röd 2,5 km",lwn,2.396,False,
14622988,"Borgundaberget Blå 3,3 km","Borgundaberget Blå 3,3 km",lwn,3.211,True,
14623008,Kallebäcksleden,,lwn,2.165,True,
14648281,Kalhyttan 3 km,red,lwn,2.961,True,
14648282,Kalhyttan 5 km,yellow,lwn,5.072,True,
14648283,Kalhyttan 6 km,white,lwn,5.749,True,
14671954,Grön (10 km),,lwn,9.511,True,
14680767,Södra Vätterleden: Taberg,,rwn,7.981,False,
14680768,Södra Vätterleden: Bottnaryd,,rwn,1.427,True,
14680771,Södra Vätterleden: Nissan–Martinsgården,,rwn,12.345,True,
14680772,Södra Vätterleden: Bottnaryd–Nissan,,rwn,12.204,True,
14680773,Södra Vätterleden: Mullsjö–Bottnaryd,,rwn,28.664,True,
14697322,Hälsans stig,,lwn,4.96,True,
14702502,Hälsingbornsstigen,,,9.115,False,
14719492,Kvarnsjöspångarna,,lwn,0.188,True,
14720945,Järvaleden orange,,lwn,16.669,False,Q31843505
14721158,Åsbostigen,,,2.924,False,
14721181,Långtäktsstigen,,,5.282,False,
14721239,Klackstigen,,,12.433,False,
14761753,Fäboleden,,lwn,9.17,True,
14778868,TGEF led,,,3.066,False,
15021676,,16,nwn,6.668,True,
15021794,,15,nwn,6.55,True,
15022655,,17,nwn,9.711,True,
15024012,,18,nwn,13.302,True,
15063696,Broarna runt,,,3.823,False,
15311390,,,lwn,1.582,True,
15311391,,,lwn,2.566,True,
15326884,,6,nwn,11.775,True,
15328030,,7,nwn,8.584,True,
15328042,Arkelstorpsvikens Vandringsled,,lwn,7.317,False,
15328371,,8A,nwn,8.12,True,
15344465,Sörgården - Eljusspåret,,lwn,2.67,True,
15344638,"Gränsenstugan - 3,5-kilometersspåret",,lwn,3.387,True,
15344639,Gränsenstugan - 14-kilometersspåret,,lwn,14.702,True,
15344640,Gränsenstugan - 10-kilometersspåret,,lwn,10.074,False,
15344717,Stora Slingan,,lwn,2.967,True,
15344718,Lilla Slingan,,lwn,2.07,True,
15348379,Försurningsstigen runt Gårdsjön,,lwn,4.776,True,
15354408,Strömskärsleden,,lwn,3.105,True,
15401390,,,nwn,15.275,False,
15401391,,,nwn,5.812,True,
15402314,Koön Blå,,lwn,3.32,True,
15402315,Koön Grön,,lwn,1.874,True,
15402316,Koön Röd,,lwn,2.998,True,
15402386,Törringelund Gul,,lwn,1.212,True,
15402387,Törringelund Blå,,lwn,1.783,True,
15406015,,A5,rwn,4.256,True,
15406016,,A4,rwn,6.733,True,
15406017,,A3,rwn,7.36,True,
15406018,,5,rwn,10.263,False,
15406019,,4,rwn,7.756,False,
15406020,,3,rwn,7.844,True,
15406021,,2,rwn,7.95,True,
15406022,,1,rwn,8.099,True,
15407352,,,rwn,9.958,True,
15407353,,,rwn,2.708,True,
15409692,,,rwn,4.812,True,
15409693,,,rwn,9.534,True,
15415187,,,rwn,3.485,False,
15415188,,,rwn,50.578,False,
15418027,,,rwn,41.204,True,
15418028,,,rwn,42.708,False,
15418947,,,nwn,1.012,True,
15418948,,,nwn,8.687,True,
15419729,,,nwn,75.799,False,
15419730,,,nwn,22.356,True,
15421679,,,nwn,3.674,True,
15421680,,,nwn,17.587,True,
15421959,,,nwn,23.613,False,
15422103,,,nwn,26.341,False,
15422104,,,nwn,0.624,True,
15422669,,,nwn,0.946,True,
15422670,,,nwn,13.253,False,
15423257,,,nwn,31.208,True,
15423266,,,nwn,16.61,False,
15427009,,,nwn,16.431,True,
15427025,,,nwn,39.842,False,
15427270,,,lwn,8.176,False,
15431559,Muskan Runt,,rwn,8.188,False,
15434266,Sörgården - Gröna spåret,,lwn,9.446,True,
15434267,Sörgården - Gula spåret,,lwn,6.217,True,
15434831,,,rwn,11.577,True,
15434832,,,rwn,2.256,False,
15436378,Dämbaskogen natur- och kulturstig,,local,1.427,True,
15453265,Stora Askörundan,,lwn,7.016,False,
15453266,Lilla Askörundan,,lwn,3.527,False,
15457126,Gula spåret,,lwn,2.459,True,
15457127,Röda spåret,,lwn,1.614,True,
15488555,Paddus,5,lwn,6.04,False,
15489090,Rihtonjira,1,lwn,2.353,True,
15489091,Njakajaure,3,lwn,4.553,True,
15536457,Björkö 11 km track,,lwn,11.033,True,
15537980,Lillaredsstigen,,lwn,3.148,False,
15539793,Högboleden,,lwn,9.806,False,
15542025,Långhultamyrens vandringstig,,lwn,4.585,False,
15555446,Hummelstadsleden,,lwn,6.118,False,
15570424,Svensbokärret runt,,lwn,1.508,True,
15571259,Hattersboleden,,lwn,5.228,False,
15580000,Brurmossens stig,,lwn,4.57,True,
15584055,Sörmlandsleden rundslinga Fjällmossen,,nwn,6.134,False,Q115154209
15584223,Skiren runt,,nwn,3.503,False,Q115154243
15584224,Rundslinga Stavsjörundan,,nwn,16.214,False,Q115154244
15584836,Nävekvarn rundslinga,,nwn,7.971,True,Q115154216
15593161,Gladhammersleden grönt,,lwn,11.723,False,
15596290,Skärsjöslingan,,lwn,2.433,True,
15620065,Norra Mjällåslingan,,lwn,9.731,False,
15620066,Södra Mjällåslingan,,lwn,4.246,False,
15620067,Skogsslingan,,lwn,8.389,False,
15638549,Råbyskogen,,lwn,2.001,True,
15658189,Gula spåret,,lwn,2.925,False,
15658192,Stigen runt Svarta Klippan,,lwn,1.453,True,
15661789,Virsehatt rundan,,lwn,1.078,True,
15661799,Oskarströmslingan,,lwn,2.14,False,
15662016,Blå slingan,,lwn,5.35,True,
15662073,Skedala Lila slinga,,lwn,3.789,True,
15663595,Horns Elljusspår,,lwn,2.003,False,
15665202,Simlångsdalenslingan,,lwn,1.679,True,
15665898,naturstigen Sme-Ana,,lwn,4.492,False,
15674422,Kastellegårdspromenaden,,lwn,4.739,True,
15698240,,,lwn,3.384,True,
15702639,Vieåleden,,lwn,10.961,False,
15709539,Röda slingan,,lwn,4.685,True,
15738959,Sinarpsdalsleden,,lwn,7.496,True,
15738989,Grevie backar runt,,lwn,4.075,False,
15738997,I Birgits fotspår,,lwn,9.089,True,
15739070,Hålehall grön,,lwn,10.283,False,
15744303,Skälhult Naturreservat,,lwn,0.4,True,
15744304,Skälhult Naturreservat,,lwn,2.685,False,
15744374,Lidhultsåsen,,lwn,2.354,True,
15747528,Jälluntoftaleden,,lwn,11.652,True,
15749488,Hålehall gul,,lwn,3.964,False,
15750213,Möllegård gröna slingan,,lwn,2.279,True,
15750221,Skedala Grön slinga,,lwn,7.513,False,
15750248,Tönnersjöslingan,,lwn,3.981,False,
15750253,Gula spåret,,lwn,1.605,True,
15750375,Hästhultsskogen Naturreservat,,lwn,1.566,True,
15762016,Kyrkängsstigen,,lwn,4.154,True,
15762017,Långa myrrundan var 2,,lwn,6.634,False,
15762018,Korta myrrundan,,lwn,0.846,True,
15762019,Långa myrrundan,,lwn,3.883,False,
15762021,Porsbjärs naturreservat södra,,lwn,1.099,False,
15762076,Myrstigen,,lwn,1.099,False,
15762077,Hallarpsleden,,lwn,1.983,False,
15762078,Åsabergsleden,,lwn,1.607,True,
15762106,Vandringsled i sanddynsreservat,,lwn,4.145,False,
15762114,Leden i Göstorp skogs naturreservat,,lwn,3.335,False,
15762223,Naturstig norra,,lwn,2.748,True,
15762611,Flammafallet röd led,,lwn,1.653,False,
15762612,Flammafallet blå led,,lwn,1.884,False,
15762641,Blå slingan,,lwn,2.453,True,
15764298,Rönnö naturreservat vandringsstig,,lwn,12.246,False,
15764334,Rocknenområdet vandringstig,,lwn,2.55,True,
15764365,Hunnsbergetsrunda,,lwn,1.394,True,
15771802,Naturstigen Fågelvägen,,lwn,7.788,True,
15791748,Kuststigen,,lwn,3.947,True,
15795625,Östgötaleden: Mjölby - Sya - Mjölby,,nwn,16.177,False,
15795827,Hälsans Stig - Kungälv,,lcn,5.429,True,
15822156,Stenängsåkersleden,,lwn,2.3,True,
15822157,Västra ängleden,,lwn,1.54,True,
15822158,Karumleden,,lwn,2.685,True,
15868682,,,lwn,1.75,True,
15868719,,,lwn,4.015,True,
15899849,Friluftsfrämjandets Barnspår,,lwn,0.132,True,
15913088,Stensjön,,lwn,4.666,True,
15937008,Tynningö Runt,TR,lwn,9.376,False,
15951030,"""blue diamond""",,,1.753,False,
15953682,,,lwn,2.484,False,
15959096,Skedala Röda slinga,,lwn,6.69,True,
15959101,Skedala Orange slinga,,lwn,3.631,True,
15959118,Skedala grå slinga,,lwn,4.848,True,
15959199,Skedala blå slinga,,lwn,4.651,True,
15959205,Skedala gul slinga,,lwn,5.531,True,
15963715,Särö västerskogen runt,,lwn,3.154,True,
15984445,Grytåsenslingan,,lwn,1.296,True,
15984446,Skogsstugaslingan,,lwn,1.604,True,
16028883,Norteforsen slinga,,lwn,0.978,True,
16050718,Elfviksleden,EL,lwn,1.075,True,
16068959,Ömansmilen,,,9.607,False,
16119974,Borgviks elljusspår,,lwn,2.034,True,
16137345,Torsburgenleden,,rwn,17.403,True,
16145798,Blåa spåret,,lwn,9.937,True,
16148024,Gula spåret,,lwn,5.332,True,
16150076,Pilgrimsleden,,lwn,3.267,True,
16152533,Rundslinga,,lwn,0.65,True,
