relation_id,name,ref,network,length,linear,wikidata
10327318,Vandra från Kerstins Udde till Långvattnets fäbod,,rwn,9.015,False,
10345892,Fäbodleden,,rwn,38.99,False,
10353410,Svalgölenbrantens vandringsled,,lcn,2.545,True,
10353415,Blå spåret,,lcn,1.956,True,
10384087,Östgötaleden: Rejmyre-Regna,,nwn,23.256,False,
10384342,Östgötaleden: Regna-Älgsjön,,nwn,11.157,True,
10386004,Östgötaleden: Valdemarsvik söderut,,nwn,31.858,True,
10386005,Östgötaleden: Valdemarsvik norrut,,nwn,28.112,False,
10386013,Östgötaleden: Anslutningsled Hjälmarsösjö-Torsvik,,nwn,1.489,True,
10386368,Östgötaleden: Valdemarsvik Österut,,nwn,26.833,False,
10386497,Blekingeleden Etapp 1: Sölvesborg–Grundsjön,1,nwn,13.887,True,
10386498,Blekingeleden Etapp 2: Grundsjön–Östafors,2,nwn,15.816,True,
10386499,Blekingeleden Etapp 7: Långasjönäs–Persgärde,7,nwn,14.201,True,
10396685,Östgötaleden: Valdemarsvik sydväst,,nwn,47.169,False,
10408629,Röda spåret,,lcn,1.676,False,
10442942,Ostra Rockne Runt,,lwn,3.178,True,
10442975,Naturum-Andersberg,,lwn,18.078,False,
10442988,Strandstigen,,lwn,1.571,True,
10483794,Kurirleden,,rwn,47.334,True,
10528584,Västra leden,,lcn,8.42,False,
10528596,Östra leden,,lcn,6.668,True,
10529767,St. Olav's Path - Swedish part - alternative,,lwn,0.716,True,
10532776,Rösjön runt,,lcn,5.433,False,Q114199760
10534456,Soteleden Etapp 1,1,lwn,10.024,False,
10534476,Soteleden Etapp 2,2,lwn,5.904,False,
10534549,Soteleden Etapp 3,3,lwn,12.945,False,
10534721,Soteleden Etapp 4,4,lwn,5.351,False,
10550276,Rallarstigen,,lwn,49.931,True,
10553644,"Höglandsleden: Delsträcka 3, Klinten - Ingatorp",,nwn,30.246,True,
10553744,"Höglandsleden: Delsträcka 4, Ingatorp - Mariannelund",,nwn,18.006,True,
10553871,"Höglandsleden: Delsträcka 6, Ingatorp - Stora Bjälkerum",,nwn,21.108,False,
10558217,Vetlandarundan,,lwn,25.217,False,
10558425,Höglandsleden: Etapp 1 Fågelhult - Ädelfors/Repperda,,nwn,22.948,True,
10558483,Höglandsleden: Etapp 3 Stenberga - Lemnhult,,nwn,15.907,True,
10558484,Höglandsleden: Etapp 2 Ädelfors/Repperda - Stenberga,,nwn,25.453,True,
10558611,Höglandsleden: Etapp 5 Lökarydssjön - Ramkvilla-Torp,,nwn,14.155,True,
10561469,Frötunastigen,,lwn,1.643,False,
10561509,Edsta fäbodstig,,lwn,4.824,False,
10562210,Rotenleden,,lwn,14.25,False,
10562748,Borgsjön runt,,lwn,18.259,False,
10572603,,,lwn,2.02,True,
10583932,Öreälvsleden,,rwn,101.282,False,
10584514,Tanumstrand-Tanumshede,,rwn,8.132,False,
10588227,Skogsslingan,,lwn,3.392,True,
10588228,Fornslingan,,lwn,3.264,True,
10620102,Finnskogleden: Etapp 2,,nwn,18.158,True,
10620103,Finnskogleden: Etapp 1,,nwn,16.576,True,
10620162,Finnskogleden: Etapp 3,,nwn,14.989,True,
10620505,Finnskogleden: Etapp 5,,nwn,13.812,True,
10620517,Finnskogleden: Etapp 6,,nwn,15.958,True,
10620669,Finnskogleden: Etapp 7,,nwn,13.379,False,
10620670,Finnskogleden: Etapp 8,,nwn,18.308,True,
10623303,Finnskogleden: Etapp 9,,nwn,26.4,False,
10624393,Finnskogleden: Etapp 9A,,nwn,16.856,False,
10630964,Mörtsjöspåret 2.5 km blå,,,2.632,False,
10666788,Sävaråleden,,lwn,13.613,True,
10666866,Fiskestigen Hörnefors,,lwn,20.561,False,
10666953,Sävarådalens led,,lwn,9.454,False,
10674617,Pilgrimsleden: Lödöse - Skara,,rwn,96.541,False,
10712798,Fryksdalsleden,,rwn,93.906,False,
10725369,Flämsjön runt,,lwn,10.695,False,
10770252,Östgötaleden: Anslutningsled Mela-Fridhem,,nwn,8.53,False,
10773647,Motionsspår 2,,lwn,6.091,False,
10773648,Motionsspår 1,,lwn,3.564,False,
10795990,Bohusleden - Avstickare mot Backamo,,nwn,5.033,True,
10804653,Sagbergsleden,,rwn,30.193,True,
10805154,Ljusnanleden,,rwn,49.241,True,
10809109,Nyckelviken Blå spåret,,lwn,5.576,False,
10810117,Kajvallsleden,,rwn,45.73,False,
10810271,Svartvallsleden,,lwn,3.631,True,
10810272,Stråsöstigen,,rwn,9.556,True,
10812135,Skånvägen,,rwn,42.429,False,
10812158,Gröntjärnsleden,,rwn,12.679,False,
10812228,Svågaleden,,rwn,48.875,False,
10813469,Sjuvallsleden,,rwn,112.436,False,
10813476,Delsbosvängen,,rwn,19.625,True,
10828890,Baksidan,,lwn,3.124,True,
10832259,Aspens naturstig,,lwn,7.867,False,
10837186,Dundretleden,,lwn,3.75,True,
10861494,Kungsleden Etapp 4: Tjäktja - Sälka,,nwn,12.269,True,Q134269922
10861495,Kungsleden Etapp 3: Alesjaure - Tjäktja,,nwn,12.902,True,Q134269921
10866798,I Posta-Nillas spår,,lwn,26.71,False,
10867070,Dammslingan,,lwn,3.568,False,
10867429,"Skåneleden 2, Etapp 4C: Skyrup-Hässleholm",4C,nwn,15.307,True,
10867467,Höjdarnas höjdarled,,lwn,21.452,False,
10867621,"Skåneleden 2, Etapp 4A: Göingeåsen-Hovdala",4A,nwn,11.022,True,
10868517,Jakten på Gullspira,,lwn,19.974,False,
10870020,Hovdalaleden,,rwn,56.606,True,
10882877,Örgivsrundan,,lwn,3.755,False,
10959022,Kustslingan,,lwn,11.672,True,
10973780,Norrlandets kustled,,lwn,15.69,False,
10981996,Kvillingeleden,,lwn,11.294,False,
10986451,Hällmarksstigen,,lwn,4.844,True,
10987387,Kustleden,,lwn,6.981,False,
10989317,Skogsrundan - Loreberg,,lwn,1.592,True,
10989584,Tyrestarundan,,,13.006,False,
10992862,,,lwn,3.614,False,
10996731,,,lwn,6.267,True,
10998267,Älvrundan,,lwn,4.531,False,
10998479,Åsundenleden,,lwn,49.121,False,
10998868,"Sörmlandsleden, etapp 32:2",32:2,nwn,1.841,True,
11010392,Hälsans Stig - Alterantiv rutt,,lcn,1.109,False,Q7542479
11010393,Hälsans Stig - Alterantiv rutt,,lcn,1.211,True,Q7542479
11011213,Pilgrimsstigen i Utvängstorp,,lwn,2.962,False,
11019398,Reservatsstigen Teleborg,,lwn,4.01,False,
11019427,Knutsgårdsslingan Teleborg,,lwn,1.58,True,
11019497,Skirviksstigen Teleborg,,lwn,1.621,True,
11019542,Sallhagauddens stig,,lwn,1.438,False,
11019777,Bokhultets gula slinga,,lwn,4.643,False,
11019921,Bokhultets röda slinga,,lwn,3.219,False,
11020034,Gråstensmon,,lwn,6.247,True,
11030915,Tvåälvsleden,,lwn,26.186,False,
11039542,Jällaleden,,lwn,6.532,False,Q10541653
11040340,Bokelundsslingan,,lcn,1.414,True,
11048714,Vildmarksleden,,lwn,4.041,False,
11048715,Strövarleden,,lwn,2.485,False,
11053004,Blå spåret,,lwn,1.463,True,
11053023,Sjörundan,,lwn,3.578,True,
11053029,Glamsten,,lwn,2.09,True,
11053033,Vit,,lwn,7.114,False,
11053382,Marialeden,,lwn,73.077,False,
11053734,Brunnhemsleden,Brunnhemsleden,lwn,9.749,False,
11059840,Torsåsleden,,rwn,137.359,False,
11061726,Östra Sigfridsleden,,rwn,28.72,True,
11067519,Faledreven,,lwn,4.242,True,
11075111,Bohusleden - Etapp 5 Jonsered - Angereds kyrka,5,nwn,11.358,True,
11075311,"Bohusleden - Avstickare till vindskydd vid Stora Holmevatten, etapp 20",Bohusleden,lwn,0.519,True,
11081749,Ryforsleden,Ryforsleden,lwn,1.573,False,
11097658,Sjörundan,,lwn,11.697,False,
11103995,Skridfinnarleden,,rwn,79.145,False,
11104451,"Blå 2,5 km",,,2.191,True,
11104550,"Röd 4,5 km",,lwn,3.818,True,
11104551,"Vit 6,5km",,lwn,6.005,True,
11105876,Lögdeälvsleden,,rwn,87.455,False,
11106706,Saxbergsleden,,lwn,6.897,False,
11107239,Flottarstigen,,lwn,31.614,False,
11107367,Fiskestigen,,lwn,16.011,False,
11108991,Västra Sigfridsleden - huvudleden,,rwn,122.217,False,
11109632,Gul 6 km,,lwn,5.802,True,
11109681,Grön Milen,,lwn,7.961,True,
11111033,Sörsjön blå slinga,,lwn,2.305,True,
11114629,Vitingeleden,,lwn,10.873,False,
11115773,Havtornsuddslingan,,lwn,4.54,True,
11117305,Mörmospåret,,lcn,2.394,False,
11131670,Rängen Runt,,lwn,44.26,False,
11135084,Gravbergsdalen,,lwn,3.083,True,
11135147,Gillersmarken,,lwn,4.979,True,
11139563,Saxenleden,,lwn,12.38,False,
11145353,,,,0.268,False,
11146109,Kultur- och Naturstigen Våghalsen Finnäset,,lwn,4.449,True,
11146969,Hälsans Stig Varberg,,lwn,4.077,True,
11152298,,,lwn,0.847,True,
11162870,Höjdarstigen,,lwn,1.781,False,
11170280,"Utvandrarleden, avstickare till Kulagölen och vindskydd Åskefällalund",,rwn,1.351,True,
11170281,"Utvandrarleden, avstickare till bautastenar och hällkista",,rwn,0.297,True,
11170282,"Utvandrarleden, avstickare till Sandviks by, sjön Viren.",,rwn,0.325,True,
11199787,Härnöleden,Härnöleden,lwn,22.522,False,Q113859994
11203539,Tolvsbo Naturstig,,lwn,5.437,True,
11203734,Högbergsspåret,,lwn,3.06,True,
11215470,"Skogsstigen 1,6 km",,lwn,1.505,False,
11222025,Jätturnrundan,,lwn,1.983,True,
11264416,Gästrikeleden - anslutningsled Liss-Tansen - Ulvsta,,nwn,4.687,True,
11264417,Gästrikeleden - anslutningsled Brattfors - Ockelbo,,nwn,3.735,False,
11271437,Dammrundan,,lwn,4.28,True,
11273931,Carl Larssonleden,,lwn,8.699,True,
11279936,Rikkentorps Kulturstig,,lwn,3.37,False,
11283070,Vandringsled Stocksmyrs-Brännan,,lwn,18.753,True,
11284505,Ödegårdsstigen,,lwn,2.693,True,
11285001,Ängsstigen,,lwn,0.855,True,
11285002,Lövstigen,,lwn,1.309,True,
11287381,Malingsbo Camping Blå,,lwn,8.142,False,
11296598,Grön,,,10.657,False,
11298614,Röd,,,15.881,False,
11298615,Gul,,,4.925,False,
11298616,Blå,,,2.875,False,
11298687,Unos runda,,lwn,5.969,False,
11298696,Romelestigen,,lwn,5.337,True,
11303735,Vandringsled Kinneviken,,lwn,2.241,True,
11308355,,,lwn,2.227,False,
11309654,Grå,,,1.163,True,
11309655,Orange,,,0.867,True,
11324850,Stenhuggarstigen,,lwn,5.869,True,
11349413,Skuddevigeleden,,lcn,0.905,False,
11357569,Lejondalsstigen,,lwn,3.494,False,
11359614,Arboretumslingan,6,lwn,0.522,True,
11361767,Stenshuvudslingan,1,lwn,2.097,False,
11361771,Hälleviksslingan,2,lwn,4.287,True,
11361772,Kortelslingan,4,lwn,3.146,True,
11361797,Havsslingan,5,lwn,1.086,True,
11362881,Hälsans Stig,,lwn,5.084,True,
11379117,"Näsums bokskogar, Gulvita slingan",,,1.731,True,
11382194,"Näsums bokskogar, Rödvit slinga",,,0.903,True,
11385140,Kraterstigen Avholmsberget,,lwn,5.86,False,
11483887,"Näsums bokskogar, Ljusgröna slingan",,,2.553,True,
11489530,Motionsspår 5km,,lcn,5.162,False,
11490988,Paddesjöslingan,,lwn,3.24,True,
11498343,Grubbehagen,,lcn,1.269,False,
11498605,"Södra Ryssberget, Blå",,,2.632,True,
11498606,"Södra Ryssberget, Vit",,,2.666,True,
11498607,"Södra Ryssberget, Gul",,,5.443,True,
11502154,Tvärreds IF Eljusspår,,lcn,2.268,True,
11503138,Dummemosseleden,,lwn,4.325,False,
11503140,Dummemosseleden,,lwn,4.023,False,
11504601,Kroksjöslingan,,lwn,0.947,False,
11505146,Silverleden,,lwn,4.994,False,
11505676,Skötselslingan,,lwn,2.461,True,
11505677,Hålvägsslingan,,lwn,2.938,True,
11505678,Lilla Hålvägsslingan,,lwn,1.421,True,
11505679,Knaggaredsslingan,,lwn,2.431,True,
11505680,Strettelienslingan,,lwn,2.842,True,
11505681,Ramnaklintsslingan,,lwn,3.924,True,
11505820,Kustleden,,,12.453,False,Q115047192
11505967,Hacksta 2.5 km,,lwn,2.307,True,
11508184,Guldtur 6 Hällmålningsrundan,,lwn,9.933,False,
11508351,Hamrafjället Östra,557,lwn,7.262,True,
11508456,Guldtur 11: Livsäterån,,lwn,2.504,True,
11510475,Dannike Eljjusspår,,lcn,2.266,True,
11518796,Ellen Keys led,,lwn,6.122,True,
11520886,Svartåleden,,lcn,17.118,False,
11531234,Jälmåleden,,lwn,34.743,False,
11533946,"Skåneleden 2, Etapp 22: Fru Alstad - Trelleborg",22,nwn,13.267,True,
11535306,"Låsberget 9,6 km",,lwn,9.392,False,
11535618,Ådalsleden,,rwn,88.946,False,
11544135,Björnlunda elljusspår,,lwn,1.272,True,
11561154,"Låsberget 4,6km",,lwn,4.589,True,
11561155,"Låsberget 2,5 km",,lwn,2.59,True,
11561156,"Låsberget 1,4km",,lwn,1.41,True,
11561157,"Låsberget 0,6km",,lwn,0.631,True,
11571029,Ensta Krog 2.5km rött,,,2.47,True,
11571150,Ensta Krog 5km gullt,,,5.246,False,
11571718,Ensta Krog 10km grönt,,,10.05,False,
11583145,,5,nwn,11.41,True,
11583382,,4,nwn,23.119,True,
11583824,,3,nwn,15.738,True,
11587026,Sjöslingan,,,4.223,True,
11606800,Skavlöten motionsspår 1.25km blå,,,1.383,True,
11606821,Skavlöten motionsspår 2.5km rött,,,2.779,True,
11606896,Skavlöten motionsspår 5km gult,,,5.323,True,
11606929,Skavlöten motionsspår 10km grönt,,,10.456,False,
11612081,Fulltofta runt,9A,nwn,9.724,True,
11612093,"Skåneleden 2, Etapp 15A: Sturup-Dörröd",15A,nwn,14.17,True,
11612142,"Skåneleden 2, Etapp 19: Dörröd-Blentarp",19,nwn,11.882,False,
11612157,"Skåneleden 2, Etapp 20: Blentarp-Snogeholm",20,nwn,12.063,True,
11619839,"Gotaleden, Skatås to Kåsjön",,rwn,9.489,True,
11620451,Orrefors vandringsled,,lwn,12.9,False,
11621974,Roslagsleden till Blåleden,,,8.131,True,
11645270,"Gotaleden, Västra Bodarna - Alingsås",,rwn,10.431,True,
11645271,"Gotaleden, Norsesund to Västra Bodarna",,rwn,5.102,True,
11645272,"Gotaleden, Jonsered to Lerum",,rwn,8.265,True,
11645273,"Gotaleden, Kåsjön to Jonsered",,rwn,7.618,True,
11645446,"Skattlösberg 5,5 km",,lwn,5.214,True,
11645447,"Skattlösberg 2,5 km",,lwn,2.37,True,
11645485,Nittkvarns naturreservat,,lwn,1.295,True,
11717163,Skogsslingan,,lwn,1.883,True,
11717910,Älvarumsleden,,lwn,7.648,False,
11728455,Ekleden,,lwn,21.591,True,
11736736,Hedgärdessjön Runt 4 km,,lwn,3.88,True,
11740558,Norsbergsrundan,,lwn,2.788,True,
11742708,Led Venjan - Åsen,,Venjans intresseförening,7.093,False,
11743900,Ljungåsleden,,lwn,6.678,True,
11743959,Gruvtrampen,,rwn,14.096,True,
11760981,Badelunda fornstig,,lwn,5.714,False,
11765308,Stadsskogens elljusspår,,lwn,2.378,True,
11765327,Stabby elljusspår,,lwn,1.73,True,
11765382,Nåntuna elljusspår,,,2.257,True,
11765399,Sunnerstaåsens elljusspår,,lwn,2.343,True,
11765405,5km elljusspår,,lwn,4.789,True,
11765431,Storvreta elljusspår,,lwn,2.419,True,
11794732,Trollhättan City Trail,,lwn,10.632,True,
11795111,Jupukkaleden,,lwn,11.227,True,
11800008,Snäckskalstriangeln,,lwn,15.657,True,
11811476,Motionsspår Alby 4 km,,lwn,4.07,False,
11811477,"Motionsspår Alby 1,6 km",,lwn,1.643,True,
11811478,Motionsspår Alby 1 km,,lwn,1.019,True,
11811562,Albys elljusspår,,lwn,1.881,True,
11812502,Bamsestigen,,lwn,8.788,True,
11817148,Gula spåret,,lwn,7.387,False,
11817237,Röda spåret,,lwn,4.893,False,
11817238,Blå spåret,,lwn,2.817,False,
11817239,Orange spåret,,lwn,3.646,True,
11817438,Hålsjön runt,,lwn,2.695,False,
11817644,Lervassastigen,,lwn,2.232,False,Q133849105
11820058,Fiskestigen,,lwn,16.093,False,
11848798,Sörsjön milspår,,lwn,9.466,True,
11852648,Natur- och kulturstigen,,,1.042,True,
11864104,Ensta Krog 1.3km lila,,,0.805,True,
11890781,"Hackefors motionsspår 5,0 km",,lwn,5.056,True,
11890782,"Hackefors motionsspår 2,9 km",,lwn,2.879,True,
11890783,"Hackefors motionsspår 2,0 km",,lwn,2.021,True,
11891217,Matkullen Runt,,lwn,9.625,True,
11895892,Stora Slingan,,lwn,7.537,True,
11904953,Jursla milspår,,lwn,10.035,False,
11907665,Rödgölenleden,,lwn,7.05,False,
11923039,Smörtjärnsrundan,,lwn,5.12,False,
11937933,Elljusspåret,,lwn,2.523,True,
11938026,Frökinds motionsspår,,lwn,3.142,False,
11956757,Limbergsleden,,lwn,4.147,True,
11956762,Hästbergs klack,,lwn,0.653,True,
11961056,"Kråksten 2,4 km",,lwn,2.463,False,
11961057,"Kråksten 3,6",,lwn,3.791,True,
11963380,Vallentuna IP 1.6km röd/vit,,,1.665,True,
11963401,Vallentuna IP 2.6km röd,,,2.676,True,
11963402,Vallentuna IP 5km gul,,,5.082,True,
11963480,Olhamraleden,,,4.483,False,
11985247,Bensåsleden,,,8.234,True,
12007996,Marialeden,,lwn,1.164,True,
12009602,Ubbysjön runt 2km blå,,lwn,2.13,True,
12010772,Elljusspåret i Vartofta,,lwn,2.196,True,
12026320,Pilgrimsleden Husaby-Läckö slott,,rwn,65.338,False,
12027922,Livstens leden,,lwn,5.74,False,
12028761,"Altorp motionsspår (gul, långa)",,,6.627,False,
12030860,Kallebäcksleden,,lwn,1.85,True,
12031163,Altorps elljusspår,,,2.383,True,
12031371,"Altorp motionsspår (gula, korta)",,,4.49,True,
12042403,Rallarleden,,rwn,21.388,False,
12075887,Redvägsleden,,rwn,41.766,True,
12076018,Blekinge Vildmarksled,,rwn,72.742,False,
12077023,Änglaleden,,rwn,36.704,True,
12077483,Dalumsleden,,rwn,34.134,True,
12104834,Neptunileden,,lhn,15.763,False,
12104975,Böda vandringsled,,lhn,58.12,False,
12107681,Mittlandsleden,,rwn,53.293,False,
12108306,Finnvägen,,lwn,18.446,False,
12109041,Tranebergsleden,,lwn,11.847,False,
12109045,Vandringsled Roparudden,,lwn,3.028,True,
12111573,Torrskogsleden,,lwn,3.87,True,
12113417,,,,33.085,False,
12114588,Blåvingeleden,,lwn,8.885,False,
12114589,Vita leden,,lwn,3.309,True,
12114594,Kumlanleden,,lwn,1.597,True,
12115968,Hobyleden,,lwn,13.378,False,
12117957,"Upplandsleden, etapp 23",23,nwn,21.409,False,
12118035,"Upplandsleden, etapp 22",22,nwn,10.027,True,
12118158,"Upplandsleden, etapp 25",25,nwn,9.501,True,
12119242,Bredsandslingan,25:1,nwn,12.169,True,
12119290,"Upplandsleden, etapp 24",24,nwn,16.668,False,
12119300,Torslundaslingan,23:1,nwn,7.695,True,
12119322,"Upplandsleden, etapp 21",21,nwn,17.767,False,
12119383,Slinga Ramsmossjöarna,21:1,nwn,4.846,False,
12120168,Borgardalsslingan,3:1,nwn,2.192,True,
12120198,Pansaruddenslingan,8:1,nwn,4.752,True,
12120199,"Hästhagen, Kilholmenslingan",7:1,nwn,2.366,True,
12120374,Risingeslingan,10:1,nwn,17.358,False,
12120388,Dammledenslingan,11:1,nwn,12.453,True,
12120429,Österbybruksslingan,12:1,nwn,6.393,False,
12120434,Floranslingan,12:2,nwn,10.587,False,
12120477,Slinga Ås puss,24:1,nwn,2.353,True,
12120488,Avstickare till Boglösa hällristningsområde,25:2,nwn,4.058,True,
12123354,,1,nwn,9.12,False,
12123381,,1:0,nwn,12.071,False,
12123387,Upplandsleden etapp 1:1,1:1,nwn,12.967,True,
12123401,Upplandsleden etapp 12,1:2,nwn,5.293,True,
12129280,Bottenstugan Röd Söder,,lwn,2.621,True,
12129730,Lövfallet,,lwn,1.571,True,
12136398,,3,nwn,6.358,True,
12136399,Upplandsleden etapp 2,2,nwn,17.173,False,
12138712,Finnsjöns eljusspår 2.5 km,,lwn,2.359,True,
12138713,Finnsjöns eljusspår 1.5 km,,lwn,1.625,False,
12147559,Rådasjön runt 12 km,,lwn,11.65,False,
12172089,,5,rwn,16.336,False,
12172090,,4,rwn,8.83,True,
12172091,,3,rwn,10.456,True,
12172092,,2,rwn,7.716,True,
12172093,,1,rwn,3.718,True,
12173278,,8,rwn,12.849,False,
12173279,,7,rwn,9.897,False,
12173280,,6,rwn,11.231,False,
12181874,Rundslinga Ljungskile,,rwn,5.589,True,
12183967,Dyröleden,,lwn,4.936,True,
12185594,Soteleden Etapp 5 Ramsvik runt,5,lwn,14.451,False,
12187071,,23,rwn,13.682,True,
12187072,"Soteleden Etapp 6 Väjern - Tullboden, via Håle",6,lwn,10.712,True,
12187073,,24,rwn,13.721,False,
12187074,"Soteleden Etapp 7 Kungshamn - Tullboden, via Bua",7,lwn,16.691,False,
12187160,Soteleden Etapp 9 Lyckan - Nordens ark,9,lwn,7.437,True,
12191885,,16,rwn,16.766,False,
12191896,,15,rwn,17.665,True,
12193385,,14,rwn,13.249,True,
12193399,,12,rwn,13.832,False,
12193400,,13,rwn,10.718,True,
12197551,"Axamo Löpspår 4,7 km",,lwn,4.788,False,
12197609,"Axamo Elljusspår 1,3 km",,,1.314,True,
12197610,"Axamo Elljusspår 2,1 km",,,2.153,True,
12203269,Franciskusleden,,rwn,98.584,False,
12225706,Brunstorpsleden,,lwn,3.972,True,
12255977,Velamsund Getstigen,,lwn,2.217,False,
12278811,Hassafallsleden,,lwn,5.815,False,
12293426,Lindbacken Elljsusspår 2.5km blå,,,1.891,True,
12294164,Brommöleden,,lwn,17.209,False,
12298583,Vandringsled Laxhall-Hattarevik-Sandbäcken,,lwn,16.54,False,
12298584,Vandringsled Sandvik-Laxhall-Hattarevik,,lwn,29.349,False,
12299545,Vandra i Valle,,lwn,39.93,False,
12300782,Höjentorp,,lwn,2.319,True,
12300783,Drottningkullen,,lwn,2.771,True,
12301698,Ökull,,lwn,2.714,False,
12301714,Torp,,lwn,2.241,True,
12301715,Ljungstorp,,lwn,3.07,False,
12301745,Jättedalen,,lwn,2.507,True,
12304460,,,rwn,13.928,True,
12307932,Lärkeskogsleden,,lwn,11.563,False,
12308335,Lambohovs motionsspår,,lwn,2.332,True,
12308978,Alderängsrundan,,lwn,8.845,True,
12310312,Musitjärn runt (förlängning),,lwn,3.367,False,
12310371,Åtjärn runt,,lwn,4.307,True,
12314339,Motionspår i Vallaskogen,,,2.444,True,
12314594,Grön Brantbrink,,lwn,10.633,True,
12316243,Brottets bana,Brottets bana,lwn,2.865,True,
12337969,Lida Röd,,lwn,2.213,True,
12338936,Lida-Storvretsbadet,,lcn,4.515,False,
12339594,Lida - Harbro,,lcn,6.058,True,
12343827,Lida-Brantbrink,,lcn,5.321,True,
12348447,Kolarslingan,,lwn,16.131,False,
12380160,Smörbanan,,lwn,9.674,True,
12391109,Elljusspår Rudan,,lwn,2.602,False,
12397798,Trylenslingan,,lwn,9.819,False,
12398869,Maxingeslingan,,lwn,2.199,False,
12398912,Amuslingan,,lwn,5.145,True,
12406453,Lillåleden,,lwn,7.091,False,
12406488,Munksjöpromenaden,,lwn,5.602,True,
12406557,Korteborundan,,lwn,9.909,False,
12406562,Kaxholmens lövskogspromenad,,lwn,3.866,False,
12406574,Pustaleden,,lwn,1.851,False,
12406632,Öxnegården - Gula spåret,,lwn,4.23,True,
12406633,Öxnegården - Röda spåret,,lwn,2.462,True,
12406634,Öxnegården - Blå spåret,,lwn,1.224,True,
12406635,Öxnegården - Elljusspår,,lwn,2.977,False,
12406636,Öxnegården - Gröna spåret,,lwn,9.013,True,
12406665,Dunkehallaleden,,local,2.691,True,
12406666,Hallbyleden,,lwn,2.85,True,
12406669,Rocksjön runt,,lwn,3.419,True,
12406916,Södra Bråfors,,lwn,1.419,True,
12406917,Norra Bråfors,,lwn,2.363,True,
12412397,Öxnegården - Gamla 15 kilometerspåret,,lwn,15.141,True,
12430922,Karvikstolvan,,lwn,11.938,True,
12430923,BanAnna,,lwn,12.342,False,
12430924,Amperundan,,lwn,16.302,True,
12430925,"Mora-Nisses runda, Hökberg",,lwn,10.262,True,
12431742,Lintjärn runt,,lwn,10.026,True,
12446852,Järvaleden,,lwn,5.353,True,
12470954,Hallbymilen,,local,10.166,True,
12473537,Milspåret,,lwn,9.61,True,
12474521,Gullaboleden,,rwn,47.243,True,
12475263,Slaka motionsspår,,,1.973,True,
12478989,Askaleden (röd),,,3.884,True,
12478990,Askaleden (gul),,,1.975,False,
12485148,Domsandspåret,,lwn,6.549,False,
12485152,Furuvikspåret,,lwn,3.149,True,
12485185,Tjuvanabbenspåret,,lwn,4.475,False,
12487834,Strömsberg - röda leden,,lwn,3.7,False,
12487839,Strömsberg - gula leden,,lwn,5.591,False,
12512626,Vidablickspåret,,lwn,1.38,True,
12528266,Forshagaleden,,lwn,24.293,False,
12528405,Rövarstigen,,lhn,16.596,False,
12531320,Världsarvsleden,,,35.939,False,
12534306,Pildammsparken Blå,,lwn,1.063,True,
12534307,Pildammsparken Röd,,lwn,2.053,True,
12534308,Pildammsparken Gul,,lwn,2.951,True,
12546168,Hallby - Elljusspår,,lwn,4.779,False,
12546705,Vårdbergsleden,,lwn,15.317,False,
12553556,Hackebergsleden,,lwn,7.875,False,
12554427,Sju sjöars led,,lwn,12.707,False,
12554441,Fölenleden,,lwn,8.906,False,
12554501,Herrljunga-Gäseneleden,,rwn,58.099,False,
12554745,Jällbyleden,,lwn,10.022,True,
12557212,Gröna milen,,lwn,10.141,False,
12561720,Östgötaleden: Medevi - Godegård,,nwn,17.448,True,
12562477,Nydalaleden,,rwn,115.865,False,
12567559,Skalberget runt,,lwn,3.441,True,
12567620,Per Gynt och Galjen,,lwn,1.373,False,
12567666,Gimklack,,lwn,1.243,True,
12574428,Östgötaleden: Ågelsjön runt,,nwn,8.568,False,
12574990,Östgötaleden: Anslutningsled Hultsbruk-Graversfors,,nwn,7.692,False,
12579724,Östgötaleden: Anslutningsled Bergkulla-Sörsjön,,nwn,10.434,False,
12584845,Sandskenleden,,lwn,15.593,False,
12588304,Kileneleden,,lwn,5.035,True,
12588474,Jäveröleden,,lwn,20.841,False,
12596291,Godegård runt,,nwn,10.428,True,
12598351,Salstaleden,,lwn,6.738,False,
12598516,Gula slingan,,lwn,6.462,True,
12599958,,,nwn,4.231,True,
12601142,Östgötaleden: Skönnarboleden,,nwn,11.201,False,
12602761,Gruvstigen,,rwn,18.105,True,
12602903,Mineralleden,,rwn,15.501,True,
12604418,Kraftleden,,rwn,21.746,False,
12606135,Backaleden,,lwn,8.992,True,
12606180,Munkebolsleden,,lwn,12.957,True,
12616790,Kyrkstigen,,rwn,38.871,False,
12619565,Örsunds­bro motions­spår 2km gul,,,1.994,True,
12628961,Jursla gammelskog,,lwn,3.671,True,
12630846,Haparanda vandringsled,,lwn,11.416,False,
12632966,Skärgårdsleden,,,19.206,True,
12634588,Hertsöstigen,,lwn,24.135,False,
12637002,Råneå Avaforsbruk,,lwn,10.831,True,
12639664,Uvbergsstigen,,,0.44,True,
12642020,Råneå Jämtöfjärden,,lwn,19.466,False,
12651163,,,lwn,14.269,False,
12667419,Furuögrundsleden,,lwn,10.127,True,
12669075,Junebäckens promenad,,lwn,3.422,False,
12669686,Åbyälvsleden,,lwn,27.075,True,
12680124,Norra Vi leden,,lwn,5.941,True,
12686806,Eliasleden,,lwn,29.451,False,
12702331,Stråsjöleden,,iwn,264.449,True,
12710995,Fyrkantsleden,,,30.342,False,
